10000;0,344569;0,344233;0,344441
20000;0,342362;0,341029;0,343585
30000;0,340736;0,340065;0,342737
40000;0,341274;0,340306;0,341422
50000;0,343709;0,340382;0,341457
60000;0,344837;0,341572;0,342208
70000;0,345765;0,342158;0,342698
80000;0,345721;0,342799;0,343142
90000;0,347487;0,344467;0,344351
100000;0,348608;0,345643;0,345272
110000;0,352094;0,348956;0,348223
120000;0,356519;0,352324;0,351129
130000;0,35779;0,353767;0,352174
140000;0,357218;0,35344;0,351911
150000;0,356704;0,353107;0,351539
160000;0,358128;0,354004;0,352891
170000;0,360142;0,356387;0,35484
180000;0,361198;0,357757;0,356072
190000;0,362087;0,35821;0,356569
200000;0,362591;0,35844;0,357054
210000;0,362686;0,358654;0,357142
220000;0,362813;0,358653;0,357102
230000;0,363048;0,358894;0,357186
240000;0,36346;0,359169;0,357551
250000;0,363484;0,359251;0,357641
260000;0,363596;0,359244;0,357583
270000;0,363623;0,359018;0,357629
280000;0,363594;0,35909;0,357925
290000;0,36357;0,359109;0,35804
300000;0,363211;0,359091;0,358176
310000;0,363388;0,359406;0,358588
320000;0,363748;0,35974;0,358917
330000;0,363876;0,359986;0,359162
340000;0,364223;0,360344;0,359459
350000;0,364468;0,360561;0,359789
360000;0,364898;0,360876;0,360009
370000;0,364842;0,361009;0,359834
380000;0,365004;0,361112;0,359898
390000;0,365543;0,361363;0,360061
400000;0,365801;0,361926;0,360525
410000;0,366315;0,362434;0,360799
420000;0,367108;0,362917;0,361242
430000;0,367506;0,363183;0,361651
440000;0,367894;0,363865;0,362111
450000;0,36824;0,364135;0,362485
460000;0,368712;0,364598;0,362908
470000;0,368731;0,364732;0,362993
480000;0,368516;0,364716;0,36293
490000;0,368769;0,365124;0,363142
500000;0,369129;0,365589;0,363441
510000;0,369344;0,36583;0,363569
520000;0,369446;0,365848;0,36366
530000;0,369445;0,365843;0,363726
540000;0,369399;0,365929;0,363797
550000;0,369407;0,365909;0,363953
560000;0,369811;0,366364;0,364352
570000;0,369972;0,366459;0,364464
580000;0,370233;0,366609;0,364656
590000;0,370384;0,366726;0,364781
600000;0,370433;0,366873;0,364888
610000;0,370558;0,366998;0,365033
620000;0,370601;0,367044;0,365203
630000;0,370666;0,36712;0,365305
640000;0,370695;0,367184;0,365377
650000;0,371078;0,367568;0,365674
660000;0,371384;0,367835;0,366052
670000;0,371831;0,368293;0,366429
680000;0,372108;0,3686;0,366671
690000;0,37243;0,368893;0,367036
700000;0,372637;0,369013;0,367201
710000;0,372722;0,369035;0,367258
720000;0,372677;0,368975;0,367283
730000;0,372685;0,369012;0,367229
740000;0,372664;0,369024;0,36718
750000;0,372505;0,368847;0,367068
760000;0,372477;0,368878;0,367063
770000;0,372571;0,36895;0,367151
780000;0,372634;0,369022;0,367318
790000;0,372883;0,369367;0,367615
800000;0,37309;0,369616;0,36781
810000;0,373299;0,369838;0,36799
820000;0,37346;0,370013;0,368161
830000;0,373729;0,370211;0,368362
840000;0,373896;0,370446;0,368547
850000;0,374096;0,370704;0,368755
860000;0,374331;0,370851;0,368901
870000;0,374372;0,370973;0,368991
880000;0,374549;0,371104;0,369133
890000;0,374656;0,371262;0,369298
900000;0,374793;0,371358;0,369448
910000;0,374919;0,371421;0,369575
920000;0,375209;0,371705;0,369872
930000;0,375446;0,371948;0,370232
940000;0,375544;0,372046;0,370349
950000;0,375552;0,372105;0,370355
960000;0,375616;0,372207;0,3705
970000;0,375702;0,372353;0,370646
980000;0,375775;0,372464;0,370728
990000;0,375867;0,372508;0,370812
1000000;0,375974;0,37255;0,370854
1010000;0,376002;0,37254;0,370932
1020000;0,376064;0,372611;0,370994
1030000;0,375945;0,372486;0,370898
1040000;0,375836;0,372375;0,370818
1050000;0,375723;0,372285;0,370789
1060000;0,375779;0,372334;0,370825
1070000;0,375721;0,372366;0,370815
1080000;0,375779;0,372433;0,370935
1090000;0,375868;0,372478;0,371012
1100000;0,37591;0,372573;0,371142
1110000;0,37608;0,372738;0,371307
1120000;0,376188;0,372863;0,371442
1130000;0,376273;0,37291;0,371488
1140000;0,376202;0,372839;0,371411
1150000;0,376177;0,37283;0,371425
1160000;0,376357;0,372914;0,371545
1170000;0,376628;0,373165;0,371783
1180000;0,376927;0,373391;0,372053
1190000;0,377166;0,373689;0,372312
1200000;0,377393;0,373954;0,372565
1210000;0,377603;0,374197;0,372829
1220000;0,377838;0,374366;0,373003
1230000;0,377895;0,374403;0,373061
1240000;0,378325;0,37478;0,373409
1250000;0,378583;0,374947;0,37359
1260000;0,378735;0,375112;0,373735
1270000;0,378862;0,375181;0,373874
1280000;0,378904;0,375298;0,373905
1290000;0,378945;0,375338;0,373984
